Building ID,Node Index,Latitude,Longitude
18578139,14,52.5205529,13.3975766
18578139,15,52.5205266,13.3976117
18578139,16,52.5203416,13.3978590
18578139,17,52.5203538,13.3978834
18578139,18,52.5202900,13.3979687
18578139,19,52.5202160,13.3980675
18578139,20,52.5202024,13.3980402
18578139,21,52.5200265,13.3982777
18578139,22,52.5199697,13.3983546
18578139,23,52.5199021,13.3984440
18578139,24,52.5198786,13.3983863
18578139,25,52.5198623,13.3983460
18578139,26,52.5198463,13.3983068
18578139,27,52.5197960,13.3981830
18578139,28,52.5197657,13.3981085
18578139,29,52.5197085,13.3979679
19001815,0,52.5206399,13.4159287
19001815,1,52.5207343,13.4160435
19001815,2,52.5208934,13.4162370
19001815,3,52.5209817,13.4163444
19001815,4,52.5209964,13.4163620
19001815,5,52.5209730,13.4164165
19001815,6,52.5209707,13.4164140
19001815,7,52.5209605,13.4164372
19001815,8,52.5209267,13.4165146
19001815,9,52.5209105,13.4165516
19001815,10,52.5208949,13.4165873
19001815,11,52.5208747,13.4166317
19001815,12,52.5208600,13.4166638
19001815,13,52.5208433,13.4167008
19001815,14,52.5208272,13.4167366
19001815,15,52.5208266,13.4167379
19001815,16,52.5207925,13.4168134
19001815,17,52.5207817,13.4168374
19001815,18,52.5207834,13.4168394
19001815,19,52.5207611,13.4168877
19001815,20,52.5207416,13.4169312
19001815,21,52.5207267,13.4169642
19001815,22,52.5207262,13.4169653
19001815,23,52.5207241,13.4169629
19001815,24,52.5207200,13.4169722
19001815,25,52.5204102,13.4165990
19001815,26,52.5203636,13.4165426
19001815,27,52.5204030,13.4164544
19001815,28,52.5204446,13.4163622
19001815,29,52.5205036,13.4162315
19001815,30,52.5205678,13.4160869
19001815,31,52.5206399,13.4159287
20144739,0,52.5145371,13.4188474
20144739,1,52.5145172,13.4189059
20144739,2,52.5144277,13.4191696
20144739,3,52.5143672,13.4193479
20144739,4,52.5143607,13.4193660
20144739,5,52.5143595,13.4193693
20144739,6,52.5143550,13.4193822
20144739,7,52.5143507,13.4193945
20144739,8,52.5143492,13.4193991
20144739,9,52.5142751,13.4196090
20144739,10,52.5142348,13.4197233
20144739,11,52.5138977,13.4206679
20144739,12,52.5137952,13.4205706
20144739,13,52.5139652,13.4200090
20144739,14,52.5141348,13.4194663
20144739,15,52.5141715,13.4193490
20144739,16,52.5142205,13.4192140
20144739,17,52.5142849,13.4190230
20144739,18,52.5143398,13.4188765
20144739,19,52.5144016,13.4187198
20144739,20,52.5144324,13.4187496
20144739,21,52.5144423,13.4187580
20144739,22,52.5144509,13.4187661
20144739,23,52.5144867,13.4187999
20144739,24,52.5144887,13.4188016
20144739,25,52.5145025,13.4188146
20144739,26,52.5145371,13.4188474
20144781,0,52.5210440,13.4122202
20144781,1,52.5210273,13.4121942
20144781,2,52.5209703,13.4120962
20144781,3,52.5209551,13.4120654
20144781,4,52.5208521,13.4118626
20144781,5,52.5209661,13.4116713
20144781,6,52.5211008,13.4114356
20144781,7,52.5214331,13.4109069
20144781,8,52.5217868,13.4103371
20144781,9,52.5218988,13.4101776
20144781,10,52.5219280,13.4102252
20144781,11,52.5220080,13.4103640
20144781,12,52.5220345,13.4104113
20144781,13,52.5221087,13.4105385
20144781,14,52.5221290,13.4105703
20144781,15,52.5221469,13.4106066
20144781,16,52.5221358,13.4106231
20144781,17,52.5220409,13.4107718
20144781,18,52.5216778,13.4113437
20144781,19,52.5213292,13.4118700
20144781,20,52.5212016,13.4120757
20144781,21,52.5211027,13.4122353
20144781,22,52.5210781,13.4122749
20144781,23,52.5210440,13.4122202
23075450,0,52.5156694,13.4009073
23075450,1,52.5156490,13.4009261
23075450,2,52.5154861,13.4004488
23075450,3,52.5154724,13.4004614
23075450,4,52.5153652,13.4005601
23075450,5,52.5152921,13.4006274
23075450,6,52.5154414,13.4010650
23075450,7,52.5154543,13.4011029
23075450,8,52.5154036,13.4011498
23075450,9,52.5154924,13.4013993
23075450,10,52.5155377,13.4013575
23075450,11,52.5158548,13.4022868
23075450,12,52.5159051,13.4024343
23075450,13,52.5159088,13.4024449
23075450,14,52.5161048,13.4022644
23075450,15,52.5157779,13.4013063
23075450,16,52.5157297,13.4011650
23075450,17,52.5157507,13.4011456
23075450,18,52.5157088,13.4010229
23075450,19,52.5156694,13.4009073
23075454,0,52.5153255,13.4032523
23075454,1,52.5152141,13.4034040
23075454,2,52.5151935,13.4033639
23075454,3,52.5151363,13.4032522
23075454,4,52.5151254,13.4032310
23075454,5,52.5157461,13.4023848
23075454,6,52.5157614,13.4024125
23075454,7,52.5158043,13.4023561
23075454,8,52.5158548,13.4022868
23075454,9,52.5159051,13.4024343
23075454,10,52.5158672,13.4024861
23075454,11,52.5158303,13.4025372
23075454,12,52.5158358,13.4025476
23075454,13,52.5153255,13.4032523
23075477,0,52.5141926,13.4014102
23075477,1,52.5144308,13.4020752
23075477,2,52.5145546,13.4024211
23075477,3,52.5144926,13.4024821
23075477,4,52.5144188,13.4022880
23075477,5,52.5142045,13.4017189
23075477,6,52.5141169,13.4014779
23075477,7,52.5141554,13.4014435
23075477,8,52.5141826,13.4014192
23075477,9,52.5141926,13.4014102
23075484,0,52.5142045,13.4017189
23075484,1,52.5141169,13.4014779
23075484,2,52.5140068,13.4015809
23075484,3,52.5136915,13.4018690
23075484,4,52.5133867,13.4021456
23075484,5,52.5131843,13.4023306
23075484,6,52.5132250,13.4024520
23075484,7,52.5132547,13.4024247
23075484,8,52.5132958,13.4025458
23075484,9,52.5134053,13.4024461
23075484,10,52.5134898,13.4023693
23075484,11,52.5142045,13.4017189
23075488,0,52.5138188,13.4034698
23075488,1,52.5135808,13.4038200
23075488,2,52.5134459,13.4035821
23075488,3,52.5133935,13.4034908
23075488,4,52.5134527,13.4033987
23075488,5,52.5135352,13.4035398
23075488,6,52.5139446,13.4029272
23075488,7,52.5140545,13.4031130
23075488,8,52.5138188,13.4034698
23075495,0,52.5131213,13.4027058
23075495,1,52.5130900,13.4027607
23075495,2,52.5134527,13.4033987
23075495,3,52.5133935,13.4034908
23075495,4,52.5130839,13.4029459
23075495,5,52.5129180,13.4026543
23075495,6,52.5130164,13.4025062
23075495,7,52.5131213,13.4027058
23075498,0,52.5132278,13.4024699
23075498,1,52.5132615,13.4025309
23075498,2,52.5132672,13.4025222
23075498,3,52.5133385,13.4026022
23075498,4,52.5132852,13.4026827
23075498,5,52.5132434,13.4025744
23075498,6,52.5132382,13.4025808
23075498,7,52.5132285,13.4025596
23075498,8,52.5131606,13.4026338
23075498,9,52.5131532,13.4026631
23075498,10,52.5131213,13.4027058
23075498,11,52.5130321,13.4024896
23075498,12,52.5130934,13.4024252
23075498,13,52.5131376,13.4023789
23075498,14,52.5131734,13.4023420
23075498,15,52.5132278,13.4024699
23075521,0,52.5140048,13.4024869
23075521,1,52.5139551,13.4023944
23075521,2,52.5141200,13.4021601
23075521,3,52.5142730,13.4024566
23075521,4,52.5142694,13.4024612
23075521,5,52.5142730,13.4024702
23075521,6,52.5143678,13.4026545
23075521,7,52.5142148,13.4028775
23075521,8,52.5141224,13.4027056
23075521,9,52.5141676,13.4026360
23075521,10,52.5142081,13.4025765
23075521,11,52.5141972,13.4025564
23075521,12,52.5141981,13.4025306
23075521,13,52.5142009,13.4025266
23075521,14,52.5141128,13.4023585
23075521,15,52.5141012,13.4023372
23075521,16,52.5140048,13.4024869
23077868,0,52.5402892,13.4142261
23077868,1,52.5398277,13.4144063
23077868,2,52.5397800,13.4140735
23077868,3,52.5398043,13.4140637
23077868,4,52.5398144,13.4141319
23077868,5,52.5399697,13.4140705
23077868,6,52.5399650,13.4140360
23077868,7,52.5400649,13.4139957
23077868,8,52.5400697,13.4140300
23077868,9,52.5402491,13.4139633
23077868,10,52.5402892,13.4142261
23077879,0,52.5397081,13.4142078
23077879,1,52.5397426,13.4144400
23077879,2,52.5391377,13.4146761
23077879,3,52.5391357,13.4142264
23077879,4,52.5392597,13.4142237
23077879,5,52.5392819,13.4142627
23077879,6,52.5392852,13.4142615
23077879,7,52.5392907,13.4142482
23077879,8,52.5395994,13.4141287
23077879,9,52.5396164,13.4142447
23077879,10,52.5397081,13.4142078
23093862,0,52.5391377,13.4146761
23093862,1,52.5391357,13.4142264
23093862,2,52.5391354,13.4139021
23093862,3,52.5391360,13.4138891
23093862,4,52.5388227,13.4138986
23093862,5,52.5388188,13.4148087
23093862,6,52.5391377,13.4146761
23093925,0,52.5394544,13.4125460
23093925,1,52.5393899,13.4125478
23093925,2,52.5393264,13.4125496
23093925,3,52.5393275,13.4127378
23093925,4,52.5394555,13.4127350
23093925,5,52.5394544,13.4125460
23093931,0,52.5397019,13.4129790
23093931,1,52.5395771,13.4129808
23093931,2,52.5395772,13.4130221
23093931,3,52.5395778,13.4131254
23093931,4,52.5395783,13.4131727
23093931,5,52.5396298,13.4131722
23093931,6,52.5396310,13.4132559
23093931,7,52.5397042,13.4132568
23093931,8,52.5397038,13.4132156
23093931,9,52.5397029,13.4131192
23093931,10,52.5397019,13.4129790
23093947,0,52.5393264,13.4125496
23093947,1,52.5393275,13.4127378
23093947,2,52.5393289,13.4130171
23093947,3,52.5393298,13.4131461
23093947,4,52.5393297,13.4132086
23093947,5,52.5392831,13.4132115
23093947,6,52.5392828,13.4131747
23093947,7,52.5391312,13.4131752
23093947,8,52.5391316,13.4129797
23093947,9,52.5392826,13.4129791
23093947,10,52.5392826,13.4129454
23093947,11,52.5392731,13.4129341
23093947,12,52.5392739,13.4128911
23093947,13,52.5392705,13.4128884
23093947,14,52.5392700,13.4127806
23093947,15,52.5392804,13.4127793
23093947,16,52.5392827,13.4127758
23093947,17,52.5392819,13.4127375
23093947,18,52.5392233,13.4127369
23093947,19,52.5392240,13.4127617
23093947,20,52.5391771,13.4127624
23093947,21,52.5391775,13.4127989
23093947,22,52.5391297,13.4128002
23093947,23,52.5391290,13.4125541
23093947,24,52.5392246,13.4125519
23093947,25,52.5393264,13.4125496
23093974,0,52.5391290,13.4125541
23093974,1,52.5388472,13.4125580
23093974,2,52.5388268,13.4125583
23093974,3,52.5387385,13.4125608
23093974,4,52.5387150,13.4125615
23093974,5,52.5387152,13.4125731
23093974,6,52.5386288,13.4125725
23093974,7,52.5386336,13.4130421
23093974,8,52.5387226,13.4130396
23093974,9,52.5387225,13.4130269
23093974,10,52.5387431,13.4130260
23093974,11,52.5389382,13.4130178
23093974,12,52.5389388,13.4130435
23093974,13,52.5389755,13.4130424
23093974,14,52.5389765,13.4131628
23093974,15,52.5389700,13.4131634
23093974,16,52.5389759,13.4137184
23093974,17,52.5391357,13.4137129
23093974,18,52.5391338,13.4134360
23093974,19,52.5391317,13.4132647
23093974,20,52.5391312,13.4131752
23093974,21,52.5391316,13.4129797
23093974,22,52.5391297,13.4128002
23093974,23,52.5391290,13.4125541
23093989,0,52.5388188,13.4148087
23093989,1,52.5385501,13.4149084
23093989,2,52.5383891,13.4140331
23093989,3,52.5383894,13.4140000
23093989,4,52.5383962,13.4139840
23093989,5,52.5384009,13.4139801
23093989,6,52.5384060,13.4139786
23093989,7,52.5384103,13.4139792
23093989,8,52.5384144,13.4139816
23093989,9,52.5384180,13.4139855
23093989,10,52.5384210,13.4139907
23093989,11,52.5384231,13.4139970
23093989,12,52.5384243,13.4140060
23093989,13,52.5384237,13.4140152
23093989,14,52.5384224,13.4140210
23093989,15,52.5384204,13.4140262
23093989,16,52.5384405,13.4140160
23093989,17,52.5385115,13.4140153
23093989,18,52.5385156,13.4139922
23093989,19,52.5385149,13.4138905
23093989,20,52.5386013,13.4138880
23093989,21,52.5386016,13.4138384
23093989,22,52.5385976,13.4136221
23093989,23,52.5384331,13.4136224
23093989,24,52.5384335,13.4135345
23093989,25,52.5384333,13.4134571
23093989,26,52.5384306,13.4134572
23093989,27,52.5384304,13.4134415
23093989,28,52.5384146,13.4134414
23093989,29,52.5384142,13.4134087
23093989,30,52.5384141,13.4133744
23093989,31,52.5384322,13.4133745
23093989,32,52.5384318,13.4133619
23093989,33,52.5387307,13.4133614
23093989,34,52.5387327,13.4138382
23093989,35,52.5387331,13.4138883
23093989,36,52.5387648,13.4138878
23093989,37,52.5387655,13.4139022
23093989,38,52.5388227,13.4138986
23093989,39,52.5388188,13.4148087
23094019,0,52.5400216,13.4134285
23094019,1,52.5400257,13.4137036
23094019,2,52.5394793,13.4137128
23094019,3,52.5394796,13.4137219
23094019,4,52.5393603,13.4137230
23094019,5,52.5393600,13.4137102
23094019,6,52.5393586,13.4134311
23094019,7,52.5393661,13.4134305
23094019,8,52.5393663,13.4134405
23094019,9,52.5394398,13.4134381
23094019,10,52.5394395,13.4134273
23094019,11,52.5394760,13.4134262
23094019,12,52.5394760,13.4134395
23094019,13,52.5395199,13.4134384
23094019,14,52.5395201,13.4134289
23094019,15,52.5395346,13.4134285
23094019,16,52.5395346,13.4134377
23094019,17,52.5396319,13.4134332
23094019,18,52.5396319,13.4133282
23094019,19,52.5396310,13.4132559
23094019,20,52.5397042,13.4132568
23094019,21,52.5397050,13.4133054
23094019,22,52.5397053,13.4133259
23094019,23,52.5397075,13.4134807
23094019,24,52.5398671,13.4134767
23094019,25,52.5398676,13.4134325
23094019,26,52.5400216,13.4134285
23094316,0,52.5384512,13.4214227
23094316,1,52.5384129,13.4215508
23094316,2,52.5382843,13.4214470
23094316,3,52.5382862,13.4214393
23094316,4,52.5383268,13.4213029
23094316,5,52.5384512,13.4214227
23094324,0,52.5382038,13.4211858
23094324,1,52.5381582,13.4213352
23094324,2,52.5382862,13.4214393
23094324,3,52.5383268,13.4213029
23094324,4,52.5382038,13.4211858
23098403,0,52.5378774,13.4147519
23098403,1,52.5378970,13.4148877
23098403,2,52.5378160,13.4149193
23098403,3,52.5378217,13.4149591
23098403,4,52.5377508,13.4149867
23098403,5,52.5377450,13.4149468
23098403,6,52.5373161,13.4151141
23098403,7,52.5373137,13.4150968
23098403,8,52.5372984,13.4151028
23098403,9,52.5372907,13.4150494
23098403,10,52.5373058,13.4150435
23098403,11,52.5372965,13.4149790
23098403,12,52.5373632,13.4149530
23098403,13,52.5373541,13.4148896
23098403,14,52.5374189,13.4148643
23098403,15,52.5374279,13.4149262
23098403,16,52.5376717,13.4148312
23098403,17,52.5376595,13.4147467
23098403,18,52.5377097,13.4147271
23098403,19,52.5377032,13.4146822
23098403,20,52.5377332,13.4146705
23098403,21,52.5377398,13.4147161
23098403,22,52.5377864,13.4146979
23098403,23,52.5377986,13.4147826
23098403,24,52.5378774,13.4147519
23098408,0,52.5374433,13.4140410
23098408,1,52.5374928,13.4143869
23098408,2,52.5372246,13.4144907
23098408,3,52.5371751,13.4141447
23098408,4,52.5374433,13.4140410
23098410,0,52.5369359,13.4134321
23098410,1,52.5369605,13.4136044
23098410,2,52.5369795,13.4135970
23098410,3,52.5369927,13.4136888
23098410,4,52.5370060,13.4136837
23098410,5,52.5370179,13.4137669
23098410,6,52.5369856,13.4137794
23098410,7,52.5370352,13.4141263
23098410,8,52.5370562,13.4141182
23098410,9,52.5370622,13.4141603
23098410,10,52.5370683,13.4142034
23098410,11,52.5370474,13.4142115
23098410,12,52.5370725,13.4143875
23098410,13,52.5370143,13.4144101
23098410,14,52.5369621,13.4144302
23098410,15,52.5369357,13.4142457
23098410,16,52.5369120,13.4142549
23098410,17,52.5369013,13.4141800
23098410,18,52.5369255,13.4141706
23098410,19,52.5368621,13.4137273
23098410,20,52.5368386,13.4137364
23098410,21,52.5368281,13.4136630
23098410,22,52.5368528,13.4136535
23098410,23,52.5368272,13.4134742
23098410,24,52.5369359,13.4134321
23098418,0,52.5371501,13.4153596
23098418,1,52.5370422,13.4154013
23098418,2,52.5370172,13.4152264
23098418,3,52.5369928,13.4152358
23098418,4,52.5369824,13.4151630
23098418,5,52.5370063,13.4151538
23098418,6,52.5369425,13.4147080
23098418,7,52.5369152,13.4147185
23098418,8,52.5369045,13.4146440
23098418,9,52.5369307,13.4146338
23098418,10,52.5369048,13.4144524
23098418,11,52.5369621,13.4144302
23098418,12,52.5370143,13.4144101
23098418,13,52.5370392,13.4145844
23098418,14,52.5370596,13.4145766
23098418,15,52.5370716,13.4146606
23098418,16,52.5370821,13.4146566
23098418,17,52.5370949,13.4147463
23098418,18,52.5370641,13.4147583
23098418,19,52.5371122,13.4150948
23098418,20,52.5371323,13.4150870
23098418,21,52.5371389,13.4151334
23098418,22,52.5371455,13.4151795
23098418,23,52.5371254,13.4151873
23098418,24,52.5371501,13.4153596
23109353,0,52.5380819,13.4154175
23109353,1,52.5380627,13.4154250
23109353,2,52.5380374,13.4154349
23109353,3,52.5380403,13.4154552
23109353,4,52.5373310,13.4157320
23109353,5,52.5373278,13.4157124
23109353,6,52.5372880,13.4157280
23109353,7,52.5373144,13.4158990
23109353,8,52.5373436,13.4158866
23109353,9,52.5381024,13.4155910
23109353,10,52.5380819,13.4154175
23109354,0,52.5383317,13.4154227
23109354,1,52.5382608,13.4153475
23109354,2,52.5380819,13.4154175
23109354,3,52.5381024,13.4155910
23109354,4,52.5381048,13.4156084
23109354,5,52.5382034,13.4155607
23109354,6,52.5381969,13.4157136
23109354,7,52.5383152,13.4157257
23109354,8,52.5383258,13.4155300
23109354,9,52.5383317,13.4154227
23109384,0,52.5380085,13.4170438
23109384,1,52.5379470,13.4170337
23109384,2,52.5379413,13.4171019
23109384,3,52.5379475,13.4171149
23109384,4,52.5379562,13.4171163
23109384,5,52.5379550,13.4171326
23109384,6,52.5379488,13.4171402
23109384,7,52.5378830,13.4171331
23109384,8,52.5378798,13.4171395
23109384,9,52.5378711,13.4171183
23109384,10,52.5378724,13.4171034
23109384,11,52.5378854,13.4171052
23109384,12,52.5378888,13.4170954
23109384,13,52.5378951,13.4170251
23109384,14,52.5378826,13.4170228
23109384,15,52.5378336,13.4170149
23109384,16,52.5378088,13.4173122
23109384,17,52.5378694,13.4173254
23109384,18,52.5378675,13.4173459
23109384,19,52.5378943,13.4173514
23109384,20,52.5379157,13.4173557
23109384,21,52.5379172,13.4173358
23109384,22,52.5379823,13.4173500
23109384,23,52.5379945,13.4172094
23109384,24,52.5380085,13.4170438
23109390,0,52.5376830,13.4170690
23109390,1,52.5375920,13.4170488
23109390,2,52.5375943,13.4170211
23109390,3,52.5376136,13.4170111
23109390,4,52.5376337,13.4167522
23109390,5,52.5376183,13.4167359
23109390,6,52.5376205,13.4167088
23109390,7,52.5377119,13.4167293
23109390,8,52.5377125,13.4167215
23109390,9,52.5377282,13.4165331
23109390,10,52.5375977,13.4165038
23109390,11,52.5375970,13.4165114
23109390,12,52.5375358,13.4172496
23109390,13,52.5375763,13.4172587
23109390,14,52.5375746,13.4172800
23109390,15,52.5376208,13.4172903
23109390,16,52.5376225,13.4172688
23109390,17,52.5376531,13.4172755
23109390,18,52.5376658,13.4172784
23109390,19,52.5376830,13.4170690
23109405,0,52.5373034,13.4165256
23109405,1,52.5371158,13.4164820
23109405,2,52.5371387,13.4166529
23109405,3,52.5371422,13.4166654
23109405,4,52.5372499,13.4166896
23109405,5,52.5372484,13.4167061
23109405,6,52.5372258,13.4167202
23109405,7,52.5372074,13.4169379
23109405,8,52.5372289,13.4169597
23109405,9,52.5372270,13.4169806
23109405,10,52.5371159,13.4169553
23109405,11,52.5371171,13.4169373
23109405,12,52.5370809,13.4169291
23109405,13,52.5370629,13.4171496
23109405,14,52.5371564,13.4171700
23109405,15,52.5372488,13.4171901
23109405,16,52.5373025,13.4165393
23109405,17,52.5373034,13.4165256
23109467,0,52.5382002,13.4178102
23109467,1,52.5381886,13.4177831
23109467,2,52.5380774,13.4177588
23109467,3,52.5379652,13.4177343
23109467,4,52.5379529,13.4179093
23109467,5,52.5380481,13.4179292
23109467,6,52.5380495,13.4179228
23109467,7,52.5380874,13.4179310
23109467,8,52.5380814,13.4180754
23109467,9,52.5381857,13.4180888
23109467,10,52.5381894,13.4180174
23109467,11,52.5382002,13.4178102
23109470,0,52.5381857,13.4180888
23109470,1,52.5380814,13.4180754
23109470,2,52.5380689,13.4180741
23109470,3,52.5380580,13.4182635
23109470,4,52.5379719,13.4182552
23109470,5,52.5379816,13.4180630
23109470,6,52.5378695,13.4180488
23109470,7,52.5378544,13.4183160
23109470,8,52.5381721,13.4183504
23109470,9,52.5381841,13.4181202
23109470,10,52.5381857,13.4180888
