Area (sqm),Perimeter (m),U_value,SHGC_value,WWR_value,Window_Num,SC_value,Climate_Zone,Cluster,Energy_Rating
420.3824906831811,95.08270522125886,3.30458747833365,0.7875674543773314,0.51064593762263,9,0.2044649154786295,4,4,E
510.923135462896,132.55595264093938,3.100288455088165,0.3415291026706742,0.0635825456096757,14,0.328128509527741,1,3,D
198.95659083216492,56.96548429888613,2.2371664639206053,0.3900845708886564,0.3235748074073623,17,0.4334603425478971,7,2,C
471.1099708482173,105.37767159783571,4.816969651864024,0.4374502523053613,0.5077550176920409,1,0.7849897376943262,1,0,A
518.894538168962,131.08437896174502,4.759757922068186,0.6473491864071952,0.5033711460992116,15,0.7399331907438829,3,0,A
780.1383081630297,139.08244031447322,3.897237256106584,0.6026204502342996,0.4860484755387628,10,0.7535423852285357,2,0,A
476.8601794377407,141.5284603200442,1.2361213051665834,0.5402210989069739,0.1507327819812978,10,0.1040440861833476,3,4,E
667.5028197617004,129.10070476609144,1.8085785314288303,0.5053979437257738,0.2286355577741259,2,0.9636378861289142,5,4,E
209.6760813285164,58.16593822099445,2.8079735758335835,0.6734030620767739,0.2780792521744028,3,0.995757878052518,7,4,E
242.4006934275993,63.43063647546968,2.1416020509144342,0.3248430306993374,0.4917797240995776,3,0.9517261758724532,2,3,D
352.0590484726625,89.66637652951975,4.417832749365026,0.3082652290165594,0.4670081018591475,9,0.2969039217820842,6,1,B
247.89998522201228,64.32730813927289,4.680208777898859,0.6211954004164152,0.3014759630359661,5,0.3665861365377232,6,1,B
439.1456057471571,127.36628851636851,4.1794496868519175,0.6620575884754685,0.1190246163873178,17,0.269273140635063,7,2,C
519.7459939493929,133.80853221247745,4.511524782752786,0.366320633030083,0.5913943519289043,4,0.2177386753013958,8,1,B
611.4932430200338,150.66832974812058,3.318047631982576,0.6064787422628514,0.0604628020037579,7,0.7543854072802803,2,4,E
272.55448984264456,71.99528853760164,4.495056677891711,0.22553231463619,0.3510751417511127,1,0.4302669730787706,7,1,B
452.07240825577054,113.6690267358748,2.206096055147191,0.7448263417572145,0.3997945859591146,2,0.3055675316669142,5,4,E
507.91709161822905,128.53454084680504,2.7996865953807446,0.5380567644045535,0.4157400715534835,12,0.8311791689716481,5,0,A
623.7003680539816,155.44661098582952,2.9176406018492886,0.3917671765243716,0.3864295723248567,4,0.9022136191802512,2,3,D
343.0710950089712,85.06548376022664,4.95693144422022,0.3384899322118776,0.0404161209318308,7,0.4002620101157325,7,1,B
176.8377165572382,55.617966807376646,4.961597478531036,0.2426102243313563,0.409180226581866,8,0.3026406119229123,8,1,B
496.1813099783327,133.65919473886373,1.3919480994138755,0.2083186086813246,0.5406619141073148,13,0.7428159222733565,3,3,D
503.5577315672722,116.92993407788435,1.35318987896107,0.2291354210559742,0.125128135414504,18,0.9568923203689976,6,2,C
456.4238902051756,140.10168031137437,4.957393155721276,0.6926246340987819,0.2092048204548469,13,0.1782952852489743,5,0,A
223.7254549107993,60.5866207192182,4.4185866166051575,0.3062424867272921,0.1059596869282126,13,0.7192239965379621,8,2,C
587.6117286412106,115.1547103372608,3.814719277087962,0.4359923385145643,0.4948962654623956,15,0.2153133992921983,8,1,B
1630.763830792373,213.70600615139128,3.8023603354516826,0.2337001504994629,0.5670566119952509,8,0.5701502499400042,3,1,B
565.8184961969258,118.04217120872396,2.663030518812492,0.3856683711947384,0.5221277763820489,19,0.6709860298221109,4,0,A
224.49122664288663,60.31708096492588,4.544792690858552,0.2876129439229171,0.133931620224259,3,0.9921252903064268,2,3,D
471.15509830473286,139.39845422219926,2.777690719252287,0.4950979557729559,0.4411928846915767,10,0.8289329731369388,1,0,A
416.6498642964594,133.64529385447446,3.9940609565450114,0.4973753937730149,0.4314334337955475,1,0.4601607885977093,4,1,B
177.64079383549756,58.0665040821958,3.511140931721016,0.5513731869728231,0.3754789686502274,1,0.9486825750683836,4,1,B
174.93143484785188,57.29093525117161,4.272465054787519,0.5206817769317202,0.0616778095540922,19,0.185815310213768,1,0,A
124.43801563026057,49.85227438159264,2.55847120946267,0.5312283095719932,0.4117796746625768,17,0.1420304215553931,3,0,A
202.5608439237738,57.30600397229625,2.943748408301054,0.3606358782136692,0.475227003464753,7,0.1841243485556866,2,3,D
610.3327886060856,151.02806797611524,2.4478972124539453,0.6068653884332921,0.5337738423677303,5,0.8942058378968245,7,1,B
425.8867021301919,126.55660796433656,1.6510059743259036,0.5478704789918368,0.0986018408384907,14,0.8881069197205241,5,2,C
202.55338815681864,57.41611501063005,3.484611274516632,0.2383566381828192,0.1588575907675032,19,0.8479064446622302,4,2,C
201.31560988583027,57.20810127833856,3.31333202686379,0.2005917221510756,0.5094538688269955,8,0.1758673511238463,4,1,B
412.2806706441252,133.16106141101812,4.700251205733171,0.4271282934187877,0.5723391371127838,9,0.6917744924958603,3,0,A
202.7650828704278,57.16753666905018,4.716633403466272,0.4278930806092695,0.435151645699119,13,0.6369111004440439,7,1,B
461.0482804815276,133.00917963743305,3.806551291090845,0.5745094671433897,0.2801543940815268,6,0.4277962896490186,8,1,B
542.2540577806748,102.17143504290792,4.64491918165475,0.7616538725604138,0.0920139707321285,6,0.871034314668855,4,4,E
468.4832462611876,119.55160916399458,2.1692598283424265,0.4976796869836034,0.080508052733,8,0.6804709098470604,6,2,C
392.83824929100496,100.66392262542873,2.744322482444705,0.2146285899286505,0.1927506427197857,10,0.9222288295652844,7,1,B
221.7945662831944,70.1415105091323,2.3718436720887657,0.4385428050114476,0.1119798876180581,11,0.5046665201106241,3,3,D
178.74142718897804,55.86753509306659,1.9781755850155165,0.7333270641874134,0.5028443096592082,15,0.7064420592105846,7,2,C
374.5717235412704,108.76393396144374,4.560556528575811,0.6340551045732479,0.4111268443771336,8,0.7512801473907329,8,1,B
370.9049878033104,106.33952789327029,3.3486720324803407,0.3465099246269627,0.1397564232390993,11,0.5329587591653832,5,3,D
535.5842913530118,158.95241679907068,4.183175912186172,0.53500380436705,0.078682184218553,3,0.8814311542595049,1,4,E
406.4425366512477,105.23320157384978,3.249120084250773,0.427645057739439,0.3419629959810876,2,0.4208585129531036,6,1,B
222.75275617652247,62.99895888626085,2.962275382553562,0.7442317787845931,0.0657299843470263,13,0.3024383813101446,8,2,C
185.7148963005655,56.197559947228896,4.074818531830667,0.7132196769993049,0.2604609017595212,3,0.4254751446373708,4,4,E
179.79987951599952,55.15741563841685,2.32489485370861,0.3778338872591409,0.5350886049861427,4,0.9474588241795304,8,1,B
371.3863140036446,85.86644091587976,2.6475593319477,0.3483249446562743,0.5372941884184824,2,0.2999729417499868,2,3,D
838.4943366402129,173.67717465094972,3.909174340512116,0.3493304861801517,0.1930737930345064,19,0.1786908472806988,2,3,D
213.35184856536893,59.98887443904796,4.345664240529492,0.4083691402909696,0.3744325511707776,19,0.1699626491889447,3,0,A
213.2154747420488,59.00527146154021,1.5695494223649864,0.762270648911366,0.1563749205067648,10,0.1351631982683991,6,4,E
193.669106692962,57.31339832779091,3.826527739836822,0.6613729282189391,0.5184248648226,2,0.1766699574566118,5,4,E
271.3467293457507,66.96996800129017,2.722470588112186,0.5808314951745371,0.2543938967769904,2,0.3226767462922935,6,4,E
167.16730551278198,51.72642219506094,3.072771755761416,0.3070713753831809,0.1034604725456272,10,0.2244754363036458,1,3,D
261.5722322635307,87.91545227142011,1.4586321760703944,0.542311047836965,0.3039799725677949,17,0.5743058478024251,4,2,C
170.80407504549913,55.1095661915672,2.114848185660241,0.7667675215081178,0.0447617881377063,16,0.17321934538941,2,4,E
220.0808328323213,59.43360648351232,2.31077520628809,0.2787934062912021,0.107420581442956,4,0.9410302837929292,5,3,D
453.2426570638901,111.0904700220571,1.8002138233002576,0.3039726274541501,0.5909879393790018,5,0.3896120937372938,4,3,D
919.4224355582604,122.9514403557594,1.1911955969813164,0.7370579921146072,0.1136047724122885,2,0.8666440048813353,7,4,E
224.4180658096572,73.28900574055889,4.931601183865126,0.327449889491649,0.241241232802702,15,0.1516030307806936,7,1,B
206.6198084132787,60.629045892776126,1.1402591176661838,0.5938404834334983,0.2314450613980189,14,0.4699337356150196,7,2,C
220.67145231035792,59.88052501204016,1.880887243273308,0.4888145095481698,0.4834163170661674,17,0.7370101138033449,3,0,A
180.7210288275869,54.06618505081666,1.9681153915299985,0.7756738189565815,0.2587796270531249,3,0.1382781320234203,5,4,E
226.94132768230187,69.27274451821586,2.1221928815056774,0.5031535492764261,0.0357583451364455,7,0.896179312340663,8,2,C
289.6365364027397,92.5581274441204,2.3328396187002203,0.345849877978485,0.4169538066223292,10,0.336517389863924,6,1,B
204.0326562921037,57.250611574798754,2.188658582741384,0.5294187640185399,0.0287928278330635,1,0.3245295556637175,2,4,E
226.9817821706296,66.2937681866115,2.46011955933128,0.3793500738755104,0.0107708298914986,8,0.9804029237749278,2,3,D
330.9238698847669,101.24539487224084,1.7623583521689357,0.2678369792892937,0.4415770231671225,4,0.9340898079260164,3,3,D
253.25321435662983,88.92071706517478,3.0965734716242954,0.5076344295059217,0.3150331254971027,16,0.2567053235542307,5,2,C
271.3706703612724,89.68501382492283,4.662171286856252,0.2175337106645099,0.3734984627670303,5,0.1781788022225117,7,1,B
225.4907415167452,78.53088225458401,4.051758493471543,0.2508399714059948,0.2324966914050574,9,0.3353444842271946,5,1,B
390.28475132603,115.65203080159716,1.088701977394586,0.2607247361792822,0.0534346362272396,5,0.910320392145602,6,3,D
334.50554762488287,98.25238685293635,3.745889484059272,0.2475444167277126,0.4068533890691719,8,0.3559325305502456,4,1,B
366.7090764296294,105.44208184054474,4.640373350174492,0.5753659327283434,0.5309570047878951,17,0.6815370211093912,6,0,A
517.6740680938626,145.38953895681195,1.25378188928802,0.6245205021850246,0.0670971089569014,14,0.6320010075196518,8,2,C
362.14972851195625,86.31507439465216,1.6355708658682158,0.4583531090714389,0.4480638458603569,13,0.7897827084767728,8,2,C
534.2955896962306,151.24214393061203,1.860764639507387,0.4090331304371279,0.5848131658289326,15,0.880410721687604,4,0,A
276.4448719361818,81.95957972349859,3.027962047026648,0.7369510325323063,0.5788327939767804,8,0.9899853628342836,6,0,A
1843.888598107646,257.22916077165934,4.136063378276029,0.6929474231253073,0.0799469505025982,12,0.2584507903416861,8,2,C
506.528870018201,112.16395208929676,1.0029719082296022,0.275148178483004,0.2847188161504727,17,0.6503318305797071,3,3,D
3814.540180377996,303.05665923614254,2.8903519850091905,0.5503728616335988,0.4918869464824253,4,0.2600576265217801,7,1,B
569.4354119212511,97.39568058973916,1.2805159654456535,0.6316641593483232,0.1768806007336441,8,0.1520190474077012,4,4,E
634.0840127455718,153.17637273764993,3.941172799051488,0.5356246424474933,0.5275369973921363,7,0.1640656145960866,1,0,A
1481.6182641311616,304.1379435328766,1.9233133061692784,0.6211048696319534,0.2771024340139532,17,0.2343618411172839,7,2,C
480.0132373972164,157.40010843365877,1.3410197914277648,0.2806765776971189,0.147972849494254,7,0.2531086910498975,6,3,D
858.3338933807667,193.6452784240887,1.130011063101513,0.379458346179957,0.4434380952125029,13,0.5279405953327364,4,3,D
147.90950125525404,50.21696978465653,1.455163316392028,0.2129822609207099,0.0611108549352388,3,0.5121884405139312,7,3,D
700.1705677850589,148.6769171807685,4.521795346405538,0.7396225624181636,0.4569488140575669,7,0.8600971865964377,5,0,A
1685.5544231582362,326.04559580925513,3.848095001104568,0.5026962642769156,0.1267239340465269,14,0.6388538305677735,3,0,A
929.5721515039947,188.47019804576027,2.337420444775957,0.2487266340880531,0.3044499045899853,18,0.3107500779967491,6,2,C
794.5085753190207,126.59991755867978,1.8030004891439777,0.3822619532810376,0.3360308796109443,17,0.2336400000723354,7,2,C
885.9705179973711,152.71508862911705,3.397781836681652,0.7401491991773856,0.4517752939835918,19,0.4230594963520454,4,0,A
898.0569711346891,153.45641003989888,2.7901675174890608,0.5281118204060054,0.1463616719090206,10,0.1193510337581593,2,4,E
878.1583397513268,152.65886257319195,1.792458801077244,0.4393703632286708,0.2365287649234914,19,0.3533589731924538,8,2,C
889.8644802663053,151.16659764059835,2.778454090852686,0.6008424280549522,0.5611941935327401,15,0.4676928220789357,2,0,A
926.0649671687436,146.215310310842,1.3947554896699996,0.4032990319297352,0.3677553964980486,11,0.2838205038528676,7,2,C
667.3481184566767,153.84716515070386,4.683776434301371,0.485021454878647,0.0713613925935387,13,0.8309291103769592,3,0,A
3532.4525804846626,651.8535743556957,2.9015395442283443,0.3161735378837215,0.0169239949817752,9,0.8863317665249254,6,2,C
954.7777330735444,191.35371003620764,1.2472724378474758,0.3949888184912722,0.1382941259451313,17,0.6607521732568556,3,3,D
733.9315923376531,153.72352987881612,1.5175933733767155,0.4357995673994684,0.4596524278736518,15,0.4944929284240387,1,3,D
2465.762192455656,460.8539464219264,1.7204655988727535,0.701137193797033,0.5094576783699444,5,0.5886834577535119,5,4,E
712.5055866898472,126.91116593405462,2.236415327945879,0.4050394178876537,0.3019068208238331,2,0.8982230563892832,1,3,D
1739.220483688127,190.294492450651,3.4728571953970446,0.5941716393381062,0.3449643370454651,2,0.1576182911957341,2,4,E
956.402562832194,189.911558033258,1.3992380182457156,0.2020048453071463,0.2265278456850756,1,0.8822451386223537,4,3,D
307.5547624651928,76.202905628392,3.0630256102601834,0.270083006160735,0.1592931968953421,14,0.1604541760693876,1,3,D
511.3355324283253,107.40116942031548,3.976040436024287,0.6422318470876598,0.3541069040963057,15,0.9897454138195968,3,0,A
665.594193215877,155.7378653642894,2.5861618627841767,0.7210575685943705,0.5232308009299139,9,0.1313553007126543,3,4,E
591.4276859337481,136.65531635178397,4.58623350641585,0.5019625940090693,0.541831815717118,1,0.4642374388757858,3,1,B
550.8183197563192,134.26277787312372,1.9389213355247,0.5713510307844308,0.0900435987065432,7,0.7380988251798639,3,4,E
861.0576599285037,189.17076289949932,4.522465221279601,0.5517984420671085,0.5454504180897137,1,0.3763825749353559,8,1,B
749.253277075342,166.0387262562238,2.975248408751743,0.4957429825401117,0.2509889155596429,14,0.7011497042385262,1,0,A
675.7003873290006,154.89531716699048,4.207375767963528,0.6283676315825204,0.0380997512586987,18,0.8147954979721875,2,0,A
930.7581133841989,175.9906009616665,2.358522777605262,0.476859891141703,0.4865262374353393,8,0.2930908958867183,2,3,D
1397.8834055267723,174.27910685913866,1.837291591978276,0.5661186758482839,0.0074526324117772,19,0.8780107158382302,7,2,C
421.9824682970285,85.17525851153117,2.56471189152811,0.7670793835679095,0.2632927645620612,8,0.4088413021716077,8,4,E
190.5190612879833,55.59487381388519,1.5828064479534678,0.2726062992786159,0.3364915038161978,7,0.855089579951831,4,3,D
1163.4782753714408,175.52968065381145,1.7622399856622497,0.6532138027544085,0.047788827235259,9,0.7723102063163292,7,2,C
354.8441787921009,81.23654921666945,2.8323104315484406,0.3089941490034277,0.4342424864861808,9,0.3142422357075103,7,1,B
273.8844577710205,68.96845647126783,3.264818310378561,0.4920214525080298,0.1786077468817716,6,0.4593006066211694,2,4,E
285.668478150773,68.94006290119785,4.195214579199197,0.2442075505512306,0.1704902758916187,4,0.117418431894482,1,3,D
696.5537052262988,148.27699425592874,1.9779057953171275,0.7278838001220236,0.0369560201894089,8,0.1712462816185386,2,4,E
629.5582719023053,116.47266168195402,1.17380741561488,0.4628048527158151,0.5294060735427639,10,0.6232668576803131,8,2,C
1295.8174027874088,311.2673175782565,3.5010507014746723,0.4150391455391677,0.2867247595658631,10,0.8977352157767019,5,1,B
193.0363629729608,61.69165112472279,4.269831231744401,0.7948961162051911,0.0219267599408502,13,0.6483147497181823,7,2,C
751.6443145361035,164.10435716781356,2.790572348329803,0.6465675197661276,0.1085641038010571,14,0.7826525715235612,7,2,C
121.18901835701162,49.9472407417414,2.52075778731907,0.5851156956413683,0.3789167273655128,18,0.2544046218346395,7,2,C
364.7304153099061,86.16843954734229,2.3053515258187898,0.4959825399934872,0.3384400232773736,11,0.7521215661661363,4,3,D
1207.243403199478,238.99572811383845,2.329280807469883,0.3800049269723138,0.2800522055719828,7,0.1917077082651876,8,1,B
658.4912751111443,124.54181322388132,2.1354756044639367,0.3222030683991822,0.5227029732167574,5,0.2584773570405922,3,3,D
654.2208819476566,126.6586880869741,4.117533221179645,0.3834027800525381,0.534592639690798,10,0.5295270313553769,4,1,B
352.54819411725106,111.23430366874182,1.9913377723774288,0.4748645610726831,0.0408030682908389,2,0.216365748441614,8,4,E
79.62663023167461,37.019750331308245,1.4947892045566396,0.5590778613402219,0.0214247551780453,13,0.5426031692118235,6,2,C
343.96472233633244,90.79968291630992,2.7615534388066543,0.6564822217094204,0.5155767871430392,9,0.4145167042329533,4,0,A
259.03684812128387,84.18861906546383,1.0077898491164683,0.7446206933172321,0.1653588532240223,2,0.9999048426865472,5,4,E
876.629203978805,175.92194478601368,2.684741007212504,0.6560054835318091,0.520114750002048,7,0.4981447421661668,2,0,A
718.902846318915,162.79369963406822,3.4367265859448377,0.6477863000554109,0.1495978137934677,1,0.2535305833664361,5,4,E
756.930467930541,113.82490585183842,1.3256205099086862,0.5468116029401674,0.0693135119429357,11,0.8595165947737926,1,3,D
444.8208859611231,85.46343726559526,3.184122629594288,0.3183911289433426,0.5557609250968352,1,0.2754975367085261,8,1,B
1025.6228003419058,206.179355946726,4.0033930838886,0.5290969924675274,0.2317586179596016,9,0.6445448126911801,7,1,B
122.44603873825736,56.09281260157799,2.1038611265899467,0.6200401002754345,0.2936968264229907,14,0.7253145851608104,6,2,C
360.5165400618888,109.65109730867216,1.727049283971713,0.4686503953766458,0.0539597064188596,18,0.1518746328509392,1,3,D
321.26142983870693,120.64293422801651,4.465027146201627,0.6306046862628176,0.5551105519843826,19,0.4974528413221757,5,0,A
447.82417986143,102.08860258037396,2.8697357271732846,0.4736620819923742,0.4355556739562933,16,0.7975861354924314,3,0,A
546.5567750993561,113.20719363627818,3.727149743798468,0.4291410836181812,0.0550315028853321,17,0.5603287049599365,5,2,C
271.44584787670897,69.8624305007101,2.333540008418057,0.312395220142982,0.249752911172311,8,0.2396856400685688,1,3,D
478.9500825085073,131.4137082814859,1.558043756267217,0.4563417709158891,0.5564810448054087,16,0.5199184411463293,5,3,D
302.16955202708345,95.77862579679427,1.804194533160276,0.7218714702874813,0.2867393764381275,8,0.7671327563665467,4,4,E
546.4584120047352,118.70545707741522,3.739950007895884,0.3561835733675402,0.2089779804469201,2,0.1894330148964853,4,1,B
437.6902364721784,114.09654034312896,1.52054175862022,0.5580467540275031,0.4486363972933461,18,0.9009619268093094,3,0,A
798.7711324107771,181.09331197007933,3.5726579372251046,0.2724976272024631,0.21891780813151,1,0.5407422163176149,7,1,B
435.4319296568489,95.01579994532752,3.036497618596329,0.4413848103697489,0.0846085681199253,1,0.4759567030490297,5,4,E
279.993504543638,74.13968404085482,1.3080184113778044,0.440901808929628,0.1441630825610547,9,0.6134930193843658,6,2,C
212.00021009507185,58.80758041789389,1.486493312241647,0.5378044072000963,0.3183202690430192,3,0.3111054396920328,4,4,E
276.9333653556783,68.97000965878334,1.62743001893053,0.5881231488868568,0.4220823769638021,6,0.6744064960964188,4,4,E
558.9781904083693,134.28061334657775,1.712260823354594,0.5181270970847351,0.440011687442493,12,0.8346004724542276,6,2,C
157.9232019065982,50.26911418232041,1.3010110189520212,0.7061391160359061,0.5384685831512378,2,0.909526705061803,2,4,E
548.0770392423464,118.6178168843057,4.708106392690223,0.5007042072264688,0.518636906660488,6,0.2734309367865052,1,0,A
268.006891615511,65.51947268894153,2.068236649510488,0.7581065888731053,0.1904875870404986,13,0.6221216869767576,8,2,C
188.52525575778247,65.13699050046768,2.201752136539846,0.2334793063979162,0.1225671144520499,6,0.238592522179465,7,1,B
347.796174244695,82.9725782892422,1.3767561799933432,0.7249438093943705,0.0186062873717014,12,0.6803022033667829,8,2,C
376.7097122309301,101.5573089270986,2.604154945941306,0.7553413391136785,0.3413452612899,8,0.3453657617650891,8,4,E
246.79773353384223,81.01236308132667,3.000449739640521,0.7485431819329091,0.2268337562795416,6,0.8387173973891344,4,4,E
250.4900473008406,66.103732676979,2.207755180744249,0.7836980460017478,0.5809268880264872,5,0.6012854644886811,8,4,E
188.4110754817888,59.13695583701925,3.55014001690519,0.5422687069026401,0.5064665561626228,9,0.8398668511599356,4,0,A
226.7926101894841,71.08468832751113,4.351507982479746,0.4489204909668713,0.5363193391422345,2,0.5063053087992596,6,1,B
173.78984820022745,54.98475588398156,3.766217771324482,0.5343319953749673,0.3811829392780486,7,0.6728365536615769,6,1,B
465.6324423472239,121.9178777420064,4.244033777662125,0.5256063752135121,0.1651004716376064,13,0.934352907836588,4,0,A
303.57786180429696,71.07446752236487,3.633963457104612,0.7790991641339393,0.3109854174987629,18,0.8905550467311117,4,0,A
304.8281355454308,77.56343962447453,1.1271232235861648,0.7333543713915107,0.5295365015999968,12,0.7829552169870136,5,4,E
198.60055921468543,57.74354631344696,3.129775761406519,0.7029458870828298,0.1928396021360818,3,0.267297212411409,3,4,E
231.58787693119035,72.23515750221276,1.095750736396592,0.4216966885988575,0.2481713558597639,7,0.3178518987764533,3,3,D
232.7691751422377,70.71479930459323,1.2344210146256294,0.7241452933948054,0.4479161382405172,4,0.1129001798937892,6,4,E
215.51880854921868,59.134643640478686,1.8419729983303847,0.3085128510817873,0.2749266174930291,1,0.3334221124051766,6,1,B
354.24034879159376,82.43287995916225,2.39439912583384,0.220855457922231,0.0960854403470852,12,0.3815869837394591,7,2,C
588.4829212222289,150.96690743824666,2.0284840541471154,0.4163501857420603,0.243321558881413,7,0.5158069731920739,6,1,B
572.499922282336,120.71581420891768,2.3784754512155004,0.523952142224454,0.4354813510030536,18,0.9845060549889766,5,0,A
214.0279565494129,68.73396654159366,2.517767296236711,0.3435166563279211,0.5142863764772786,13,0.3680436399345653,6,1,B
173.14692877932572,53.41269776396533,4.890977250825825,0.7926580199637554,0.5139112239441491,16,0.5576119266366163,1,0,A
153.5785107768889,49.9353769372544,1.5820557837654716,0.5573149538270792,0.37369236560206,6,0.5815140260574365,2,4,E
330.06398938471045,80.98310282601814,2.8384863096409387,0.6592145940885581,0.0048551304770207,11,0.8980883089381946,8,2,C
233.5445165478784,79.98405931206985,2.1581290635317902,0.779855884492616,0.5233372637965727,1,0.8146900687577326,3,4,E
152.25302761038614,49.49286595292376,3.426648863305559,0.2630571191831414,0.5565128816209054,14,0.536391640805428,2,3,D
271.9503634585408,66.91344602199793,4.981413763842653,0.2030624510360691,0.5181141552583679,14,0.7325767807716725,3,0,A
1059.232928646854,186.56207253346184,2.853437245027277,0.6650345533261952,0.5956820115163387,9,0.5185630305446638,1,0,A
704.3979531504359,112.51171334847126,1.568245967084592,0.7679733003661522,0.0016954060950816,5,0.4433936861224459,1,4,E
348.22877141013976,91.978107902932,1.2003171553730896,0.7036515551369369,0.4763760693445082,6,0.5993338248539777,5,4,E
303.6142148901838,73.5951868422218,2.1480871417947527,0.4080601917245461,0.4590746067781841,16,0.2888899701058733,2,3,D
1095.7411505335322,203.813075228241,1.668010878445367,0.2203457778779952,0.0072733066804964,16,0.3081001904722971,2,3,D
449.54740211783246,98.5522233050422,2.0163460171689347,0.4503712041222616,0.2901307622655139,12,0.9459046505871824,3,3,D
302.18260719035595,72.8415587619863,2.607669183584864,0.4751893830578322,0.2997856311226864,15,0.4651907873670751,8,2,C
664.379935474321,144.00082388413287,4.903465724689541,0.7303817453393335,0.3598592467094492,10,0.9082060289650722,1,0,A
222.82030558643297,61.531191158887616,4.50631731172079,0.6127370774474352,0.4263295986599,10,0.3821769248208443,8,1,B
396.3386020146265,94.87651334579304,1.6991269538118488,0.524763259565157,0.3375458275804874,4,0.3763514170855637,7,4,E
